ResponseId,Condition,Group,Stereotype1,Stereotype2,Stereotype3,Stereotype4,Stereotype5,Stereotype6,Stereotype7,Stereotype8,Stereotype9,Stereotype10,VALENCE,Status,Liking,Stereotype1_code_r,Stereotype2_code_r,Stereotype3_code_r,Stereotype4_code_r,Stereotype5_code_r,Stereotype6_code_r,Stereotype7_code_r,Stereotype8_code_r,Stereotype9_code_r,Stereotype10_code_r,class_child,class_now,SES,AMERICAN_ID,WHITE_ID,percentage_1,central,representative,US,US_ID_1,US_ID_2,US_ID_3,US_ID_4,US_ID_5,US_ID_6,US_ID_7,US_ID_8,US_ID_9,US_ID_10,gender,gender2,age,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_7_TEXT,race_ID_1,race_ID_2,race_ID_3,race_ID_4,race_ID_5,race_ID_6,race_ID_7,race_ID_8,State_child,State_now,self_redneck,self_hick,self_hillbilly,self_whitetrash,self_bluecollar,self_whitecollar,self_WASP,self_1percent,self_trustfund,self_coastalelite,group_others_1,group_others_2,group_others_3,group_others_4,group_others_5,group_others_6,group_others_7,group_others_8,group_others_9,group_others_10,race_ID_1r,race_ID_4r,race_ID_8r,Stereotype1_valence,Stereotype2_valence,Stereotype3_valence,Stereotype4_valence,Stereotype5_valence,Stereotype6_valence,Stereotype7_valence,Stereotype8_valence,Stereotype9_valence,Stereotype10_valence
R_2xRAhU3ws3jZ5hK,1,10,haughty,tanned,clueless,out of touch,flighty,rich,liberal,fake,uncaring,white,3.81428571428571,7,4,1,56,31,31,56,41,35,52,10,56,1,3,6,4.3,2,90,7,5,1,4,5,5,4,4,4,4,5,4,4,male,1,43, , , , , ,1, , ,6,2,2,6,2,2,2,6,MI,MI, , , , ,1, , , , , , , , , ,1, , , , , ,2,2,2,2.43, ,3.71,3.71, ,4.71,6.9,1.57,3.67, 
R_3JEKOOxRWO2RP9u,1,10,Snobby,Better than u,Bitch,Ego maniac,Spoiled,Full of it,Not nice,Bad person,See selfish,Tan,2.335,7,3,1,1,42,44,47,44,42,56,14,56,3,3,5,7,4.75,65,6,6,1,7,7,7,7,7,7,7,7,7,7,Male,1,37, , , , , ,1, , ,2,3,2,6,7,5,7,2,Louisiana,Louisiana, ,1, , ,1, , , , , , ,1,1, ,1, , , , , ,6,2,6,2.43,2.43,2.05,2.38,2.67,2.38,2.05, ,2.29, 
R_1JXygTBmi8FaJl8,1,10,Wealthy,trust fund babies,spoiled,self absorbed,top 1% income earners,liberal,exclusive,secretive,financially stable,white,4.06875,8,3,41,38,47,44,41,35,13,56,41,56,2,4,7,5.1,2.375,91,6,2,1,6,6,6,6,6,5,5,2,4,5,Male,1,38, , , , , ,1, , ,5,2,1,6,2,4,2,5,Iowa,Iowa, , , , , ,1, , , , , , , , , , ,1, , , ,3,2,3,4.71,4.33,2.67,2.38,4.71,6.9,2.14, ,4.71, 
R_1ojr6nqBGJlczjA,1,10,haughty,spiteful,ill-tempered,badly bred,misbehaved,bad behavior,burglars,no manners,disrespectful,bad people,2.10428571428571,5,5,1,42,42,56,42,42,56,42,42,56,5,3,5,4.1,4.625,73,5,6,1,5,4,3,5,3,5,4,2,4,6,male,1,31, , , , , ,1, , ,5,5,3,2,5,6,4,3,ny,california, , , , , , , ,1, , , , , , , ,1, , , , ,3,6,5,2.43,2.05,2.05, ,2.05,2.05, ,2.05,2.05, 
R_3fow1l7Fsfmy8p0,1,10,Togetherness,Trust,Progress,Value,Growth,Specific goal,Equality,Diligence,Integrity,Temperance,4.855,6,6,13,56,35,56,56,7,56,7,56,56,4,4,7,6.1,5.625,67,5,8,1,7,6,6,6,7,6,6,4,7,6,Male,1,24, , , , , ,1, , ,4,7,6,4,7,6,6,3,New Jersey,New Jersey, ,1, , , , , , , , , , , , , , ,1, , ,1,4,4,5,2.14, ,6.9, , ,5.19, ,5.19, , 
R_2SAALxsUaenQwol,1,10,Rich,Arrogant,Snobby,Successful,Smart,High end,Intelligent,Adventurous,Active,Dead,5.10125,8,5,41,1,1,7,20,28,20,8,56,56,1,1,1,1,1,86,6,1,1,1,1,1,1,1,1,1,1,1,1,Female,0,24, , , , , ,1, , ,7,1,1,7,1,1,1,7, , , , , , , , , , , , , , , , , , , , , , ,1,1,1,4.71,2.43,2.43,5.19,7.62,4.71,7.62,6.1, , 
R_2bVIisvodHDq5R7,1,10,intrinsic quality,high intellect,wealth,special skills, experience,military, corporate,political,citizen,society,6.2025,8,8,56,20,41,18,56,56,17,56,56,56,4,4,10,6.1,4.75,100,8,8,1,6,6,6,7,5,7,6,7,5,6,male,1,45, , , , , ,1, , ,6,7,7,7,6,6,7,6,CA,CA, , , , , ,1, , , , ,1, , , , , , , , , ,2,1,2, ,7.62,4.71,7.24, , ,5.24, , , 
R_OpcHtsnMFaccIql,1,10,Liberal,Preppy,Diverse,Rich,Pothead,Entertainer,California,Addiction,Tan,No accent,5.598,6,3,35,2,56,41,56,17,28,56,56,56,4,4,7,6,4.5,55,3,5,1,5,4,5,7,6,6,6,7,7,7,Male,1,21, , , , , ,1, , ,6,6,5,5,6,6,5,5,Ohio,Ohio, , , , , ,1, , , , , , , , , , ,1, , , ,2,3,3,6.9,6.43, ,4.71, ,5.24,4.71, , , 
R_3k4X80TTpZpu7Qd,1,10,Rich,White,Male,Laywers,Godless,Politicians,Born into wealth,Fit,Plastic Surgery,Childless,4.88,6,5,41,56,56,17,56,17,38,56,56,56,3,1,8,3.9,3.375,83,7,7,1,2,3,3,4,4,4,5,5,5,4,Female,0,24, , , , , ,1, , ,2,2,3,2,1,2,2,3,Nebraska,Pennsylvania, , , , , , ,1, , , ,1, , , ,1, , , , ,1,6,6,5,4.71, , ,5.24, ,5.24,4.33, , , 
R_3EFrgYbXM3MwKCq,1,10,Intellectual,Educated,Progressive,Advantaged,Euro-american,Skilled,Wealthy,Professional,Intrinsic,Experienced,6.16,8,4,20,18,35,38,56,56,41,56,56,56,3,3,5,5.7,3.25,95,7,6,1,6,5,5,6,5,7,6,6,5,6,Male,1,22, , , , , ,1, , ,7,2,5,6,5,4,2,3,Maryland,Maryland, , , , , ,1, , , , , , , , , , ,1, , , ,1,2,5,7.62,7.24,6.9,4.33, , ,4.71, , , 
R_3rSY9qhvJiMoDE2,1,10,good,good,good,good,good,good,good,good,good,good, ,5,5,56,56,56,56,56,56,56,56,56,56,4,3,6,4,3.875,52,5,5,1,4,5,3,3,5,5,3,4,4,4,male,1,31, , , , , ,1, , ,5,2,4,3,5,4,4,4,Christian,California, , , , , ,1, , , , , ,1, , , , , , , , ,3,5,4, , , , , , , , , , 
