"participant_id","occasion_id","group","b_demo_age_1","b_demo_gender_1","b_demo_education_1","b_demo_work_1_rec","b_demo_kids_1_rec","b_corona_risk_1","app_group","b_igts_belief","b_igts_prefer","f_install","f_install_reason_1","f_install_other_1","f_app_risk","f_app_risk_other","f_bluetooth","f_install_reason_2","f_install_other_2","f_install_reason_3","f_install_other_3","f_advertisement","f_app_relevant_information","f_first_nonNA","f_fst_chng_2or3_to_1","f_ever_installed","f_app_risk_once","f_install_other_1_coded","f_install_other_1_coded_new","f_install_other_3_coded","f_install_other_3_coded_new"
3897,46167,1,35,2,19,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,5.8,5.5,1,"2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3898,81853,1,23,2,17,"in Ausbildung",0,2,1,4.4,4,1,"1, 4",NA,1,NA,2,"2, 7","alleine Zuhause bringt die App keinen Mehrwert, da müssen Bluetooth und Standort keinen Akku fressen und von anderen Apps genutzt werden können",NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3900,108277,1,51,2,19,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,4.8,5.25,1,"1, 2",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3902,110380,1,47,2,18,"Voll erwerbstätig",0,2,1,4,4,1,"1",NA,5,"Bisher kein Risiko",1,NA,NA,NA,NA,1,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
3903,17995,1,57,2,19,"Voll erwerbstätig",NA,2,1,6,5.25,1,"2, 4",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3904,39733,2,73,2,12,"Sonstiges",1,1,1,5,5.25,1,"1, 2, 3, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3906,117579,1,27,2,18,"Voll erwerbstätig",0,2,1,5.8,5.25,1,"1",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3908,2540,1,31,2,21,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,2,1,4.6,5.5,1,"2",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3910,28977,1,76,1,19,"Sonstiges",1,2,1,5.2,4.75,1,"1, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3912,117648,1,34,1,22,"Voll erwerbstätig",0,2,1,4.6,3.5,1,"2",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3913,17895,2,33,2,16,"in Ausbildung",1,1,1,3.8,5.25,1,"1, 2, 4",NA,1,NA,3,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3920,92550,2,59,2,19,"Voll erwerbstätig",1,2,2,5.8,5.25,2,NA,NA,NA,NA,NA,NA,NA,"8","Kein Interesse ",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","5","J"
3922,89607,2,26,1,18,"in Ausbildung",0,2,1,4.8,4.25,1,"1, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
3923,20810,1,51,2,NA,"Voll erwerbstätig",1,2,1,4,4.25,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3926,92410,1,26,2,18,"in Ausbildung",0,1,1,4.8,5.5,1,"1",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3927,86107,2,51,1,18,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,3.8,4.75,1,"2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3928,15816,1,29,2,21,"in Ausbildung",0,2,2,3.8,4,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3931,60629,2,41,1,19,"Sonstiges",0,2,2,4.4,6,2,NA,NA,NA,NA,NA,NA,NA,"8","Nutze Handy wenig, nehme es auch selten mit",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","11a","L"
3935,94812,2,34,2,28,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,2,2,3,4.75,2,NA,NA,NA,NA,NA,NA,NA,"1, 8","ich halte es für mich aktuell für unnötig: ich befinde mich grad in einer sehr ländlichen Gegend und habe kaum persönlichen Kontakt mit anderen Personen",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","8","I"
3936,10861,2,45,1,16,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,2,1,5,5,1,"2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3938,45431,2,32,2,NA,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,2,2,4.8,4.25,2,NA,NA,NA,NA,NA,NA,NA,"1, 2",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3940,49226,1,55,1,18,"Voll erwerbstätig",0,2,1,5.8,5,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3946,16530,2,62,1,20,"Voll erwerbstätig",1,2,2,3.8,4.25,2,NA,NA,NA,NA,NA,NA,NA,"5",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3947,38136,1,58,2,19,"Voll erwerbstätig",1,2,1,5,4.75,1,"1, 3, 4, 5",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3948,29469,1,47,2,11,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,2,4.6,3.75,2,NA,NA,NA,NA,NA,NA,NA,"4, 8",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3949,92376,2,65,2,20,"Nicht erwerbstätig",1,2,1,5.4,NA,1,"1, 2, 3, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
3952,26904,1,51,1,21,"Voll erwerbstätig",0,2,1,2.6,2.75,1,"1, 3, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3954,29211,1,36,2,27,"Voll erwerbstätig",0,2,1,4.8,5,1,"1, 2, 4",NA,2,NA,3,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
3962,111508,1,38,2,19,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,1,1,4.2,4.75,1,"1, 2, 4",NA,1,NA,2,"7","Ich war zu Hause ",NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3963,115324,2,39,1,22,"Voll erwerbstätig",0,2,1,5.8,4,1,"1, 2, 4",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3965,46819,2,43,2,21,"Voll erwerbstätig",0,2,2,4,5.5,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,1,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3967,510,1,67,1,17,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,5.6,5.5,1,"1, 2, 3, 5",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3969,8074,1,26,2,19,"in Ausbildung",0,2,2,3.2,2.75,2,NA,NA,NA,NA,NA,NA,NA,"8","Speicher voll",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","1",""
3970,10039,2,31,2,21,"Voll erwerbstätig",0,2,2,3.6,4.25,2,NA,NA,NA,NA,NA,NA,NA,"4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3973,98837,2,32,2,16,"Voll erwerbstätig",0,2,1,4.8,4.25,1,"1",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
3974,58504,2,47,2,30,"Voll erwerbstätig",0,2,2,4.2,3.5,2,NA,NA,NA,NA,NA,NA,NA,"4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3979,45850,1,28,2,12,"Nicht erwerbstätig",0,2,1,6,4.25,1,"1, 2",NA,1,NA,2,"2, 7","Die Standortfunktion nicht dauerhaft aktiviert lassen wollen ",NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3980,24737,1,58,2,16,"Voll erwerbstätig",1,2,1,5,5.75,1,"1, 2, 3, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3985,62323,2,19,2,13,"in Ausbildung",0,2,2,2.6,3,2,NA,NA,NA,NA,NA,NA,NA,"1, 2, 4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
3990,67362,1,23,2,16,"in Ausbildung",0,2,1,2.6,3.5,1,"3",NA,1,NA,2,"2, 6",NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
3991,79557,2,22,2,15,"in Ausbildung",0,2,2,2.8,4.25,2,NA,NA,NA,NA,NA,NA,NA,"1, 4, 6, 7, 8","Es ist zu viel Überwachung, es geht niemanden etwas an, wo und mit wem ich mich treffen, irgendwer wird davon bloß wirtschaftlich  profitieren wollen",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","3","A"
3992,33645,1,81,2,12,"Sonstiges",0,2,1,4.8,5.75,1,"2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3993,30133,1,78,2,12,"Sonstiges",1,1,2,3.6,4.75,2,NA,NA,NA,NA,NA,NA,NA,"8","i h ",NA,TRUE,TRUE,FALSE,FALSE,FALSE,"","","nc",""
3996,64437,1,39,2,18,"Voll erwerbstätig",0,1,1,4.2,5,1,"4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3998,14876,1,25,2,18,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,2,1,5.8,4.75,1,"1, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
3999,116291,1,64,2,19,"Nicht erwerbstätig",0,2,1,5,5.75,1,"1",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4000,61754,1,52,2,12,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,1,2,5.6,3.5,2,NA,NA,NA,NA,NA,NA,NA,"8","Probleme mit anderen Anwendungen, die Bluetooth benötigen ",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","15, 1","M, "
4004,106369,1,38,2,18,"Voll erwerbstätig",0,2,1,4.2,3.5,1,"1, 5",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
4006,31599,1,68,2,19,"Sonstiges",1,2,2,4.8,5.5,2,NA,NA,NA,NA,NA,NA,NA,"5",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
4010,19145,1,71,2,21,"Sonstiges",1,1,1,3,5,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4011,25551,1,38,2,15,"Voll erwerbstätig",0,1,2,4,3.75,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,1,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
4012,73096,2,27,2,20,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,2,2,4.6,NA,2,NA,NA,NA,NA,NA,NA,NA,"8","Nicht genügend Speicherplatz",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","1",""
4016,75139,1,26,2,NA,"Nicht erwerbstätig",0,2,2,3.2,2.25,2,NA,NA,NA,NA,NA,NA,NA,"1, 8","wenig sinnvoll in der ländlichen Gegend",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","17","D"
4018,8935,2,19,2,13,"in Ausbildung",0,2,2,4.8,2.75,2,NA,NA,NA,NA,NA,NA,NA,"1",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
4020,7307,1,33,2,21,"Voll erwerbstätig",1,1,2,3.6,4.5,2,NA,NA,NA,NA,NA,NA,NA,"1, 4, 7",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
4024,118281,1,68,2,20,"Nicht erwerbstätig",0,1,1,3,3,1,"1",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4027,5971,1,20,2,15,"in Ausbildung",0,2,2,3.8,6,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
4028,13110,1,25,2,19,"in Ausbildung",0,2,2,3.6,3.5,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
4031,102321,2,23,1,16,"in Ausbildung",0,2,1,5.8,3.25,1,"1, 2, 3, 4, 5",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4038,35508,2,55,2,19,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,5,5,1,"2, 4",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
4039,73293,1,34,2,20,"in Ausbildung",0,2,1,4.6,5.5,1,"1",NA,2,NA,2,"7","zuhause eh keine Kontakte, von daher dort aus",NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4041,39100,2,28,2,16,"in Ausbildung",0,2,2,3.2,5,2,NA,NA,NA,NA,NA,NA,NA,"1, 4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
4042,10641,2,40,2,20,"Voll erwerbstätig",1,2,1,4.4,4,1,"2, 4",NA,1,NA,3,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4046,70903,2,59,2,11,"Sonstiges",0,2,2,4.6,NA,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
4052,48002,1,86,1,14,"Sonstiges",1,1,1,4.8,3.5,1,"1, 2, 4",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4056,42045,2,52,2,13,"Voll erwerbstätig",0,1,2,4.8,5.75,2,NA,NA,NA,NA,NA,NA,NA,"1, 4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
4057,30223,2,45,1,14,"Voll erwerbstätig",0,1,1,4.6,4.5,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4058,31291,2,36,2,20,"Voll erwerbstätig",0,2,1,4.4,6,1,"1, 2, 4",NA,4,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4059,37733,2,41,1,19,"Voll erwerbstätig",1,2,1,5,5.5,1,"1, 2",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4065,9827,2,21,2,15,"in Ausbildung",0,2,1,5.8,5.25,1,"2, 4",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4067,45149,2,28,2,21,"in Ausbildung",0,2,1,4.8,5.5,1,"2",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4072,67896,1,56,2,13,"Voll erwerbstätig",1,1,1,4.6,4.75,1,"1, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4074,97637,2,19,1,12,"in Ausbildung",0,2,2,2.2,3.25,2,NA,NA,NA,NA,NA,NA,NA,"8","Meine Eltern haben sie",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","nc",""
4077,116797,1,24,2,15,"in Ausbildung",0,2,1,2,3.5,1,"1, 2, 6","Bin an ihrer Funktionalität interessiert, dass ich Software entwickle",2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,"5","E","",""
4078,45653,1,31,1,19,"Voll erwerbstätig",0,1,1,6.2,5.5,1,"1, 2, 4, 6","Technisches Interesse",2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,"5","E","",""
4079,116585,1,28,2,19,"Voll erwerbstätig",0,1,1,3.6,3,1,"",NA,NA,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4090,42009,1,49,2,17,"Voll erwerbstätig",1,2,2,4.4,4.75,2,NA,NA,NA,NA,NA,NA,NA,"1",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
4092,76292,1,64,2,19,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,1,1,2.8,4.75,1,"2",NA,4,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
4096,22898,1,69,2,19,"Sonstiges",0,1,1,6.2,5.25,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4098,34872,2,60,2,12,"Voll erwerbstätig",0,2,2,4.4,4.75,2,NA,NA,NA,NA,NA,NA,NA,"1, 5",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
4100,3276,1,34,1,18,"Voll erwerbstätig",0,2,1,6.8,5.5,1,"2",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4102,61554,2,31,2,21,"Voll erwerbstätig",0,2,1,3.2,4.25,1,"2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4104,89097,2,64,1,17,"Sonstiges",1,2,1,5.4,4.75,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4109,32533,1,64,2,13,"Sonstiges",1,2,1,5.4,5,1,"1, 3",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
4111,14925,2,66,1,17,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,1,1,2.4,3.5,1,"1, 2, 3, 4, 5",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4113,33336,1,63,2,17,"Voll erwerbstätig",0,2,1,5.6,5.75,1,"2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
4116,27837,1,36,2,25,"Voll erwerbstätig",0,2,2,5,5.5,2,NA,NA,NA,NA,NA,NA,NA,"5",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
4119,116490,1,22,1,15,"in Ausbildung",0,2,1,4.2,2.75,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4120,54129,2,40,2,19,"Voll erwerbstätig",1,2,2,3.2,2.75,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
4122,111908,1,48,2,13,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,1,2,4,3.75,2,NA,NA,NA,NA,NA,NA,NA,"8","Ich benutze keine Apps",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","11b","A"
4124,49175,2,47,2,20,"Voll erwerbstätig",0,2,1,4.4,5.5,1,"1, 2, 3, 4",NA,1,NA,3,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
4126,73687,1,52,2,13,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,1,2,4.6,NA,2,NA,NA,NA,NA,NA,NA,NA,"8","ich trage das Handy nicht bei mir",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","11a","L"
4127,117563,1,22,2,14,"in Ausbildung",0,2,1,3.6,5.25,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
4130,38061,2,36,2,18,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,2,1,5,3.5,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4131,32073,2,41,1,19,"Voll erwerbstätig",1,2,1,4.4,4.5,1,"1",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4132,90922,2,60,2,12,"Sonstiges",1,2,1,3.2,5.5,1,"1, 4, 6","Ein weiterer persönlicher Beitrag, den ich leisten kann ",5,"Da ich die Wohnung nicht verlassen habe, konnte auch heute kein profil erstellt werden ",2,"7","War zuhause ",NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,"7","D","",""
4133,42273,1,27,2,18,"in Ausbildung",0,1,1,5.4,4.75,1,"1, 4",NA,2,NA,2,"7","Ich habe es vergessen",NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4134,28400,1,21,2,NA,"in Ausbildung",0,2,1,4.8,4.75,1,"1",NA,4,NA,2,"2, 3",NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4135,114749,2,44,1,16,"Voll erwerbstätig",1,1,1,5.2,5.5,1,"1, 2, 3, 4",NA,2,NA,2,"6",NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4136,115177,1,22,1,NA,"in Ausbildung",0,2,1,4.6,3.75,1,"1, 2, 3",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4139,107093,1,49,2,12,"Voll erwerbstätig",0,2,1,3.4,5.25,1,"1, 4",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
4140,76707,1,59,1,21,"Voll erwerbstätig",1,2,2,5.8,6,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
4141,1478,1,21,2,16,"in Ausbildung",0,2,2,6.2,6,2,NA,NA,NA,NA,NA,NA,NA,"5",NA,1,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
4143,23145,1,21,2,14,"in Ausbildung",0,2,2,3.8,2.5,2,NA,NA,NA,NA,NA,NA,NA,"4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
4145,103976,2,20,2,14,"in Ausbildung",0,2,2,5.4,4.5,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
4151,94011,1,62,2,21,"Voll erwerbstätig",1,2,1,5,4.75,1,"1, 2, 4",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4152,8468,2,25,2,18,"in Ausbildung",0,2,2,3.8,4.5,2,NA,NA,NA,NA,NA,NA,NA,"8","Wusste bis gerade nicht mal, dass es sowas gibt ",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","14b","E"
4154,21842,1,34,1,18,"Voll erwerbstätig",1,2,1,4.2,3.5,1,"1, 2",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4157,19607,1,60,2,22,"Voll erwerbstätig",0,2,2,4,5.5,2,NA,NA,NA,NA,NA,NA,NA,"2, 5",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
4158,18244,1,47,2,24,"Voll erwerbstätig",0,2,1,4.8,4,1,"2",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4166,6916,1,55,2,18,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,6,6.5,1,"3, 4",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4170,5835,2,37,3,14,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,1,1,4.2,3.25,1,"1, 2, 3, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4173,94367,2,55,2,17,"Sonstiges",0,2,2,3.8,4,2,NA,NA,NA,NA,NA,NA,NA,"1",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
4174,47897,1,57,2,19,"Sonstiges",1,2,1,4.8,3.5,1,"1, 2, 3, 4, 5",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4176,50968,1,58,1,18,"Voll erwerbstätig",0,2,1,3.6,1.5,1,"1, 2, 3",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4177,38872,2,34,2,22,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,5.4,5,1,"1, 2, 4",NA,1,NA,2,"7","Aus Gewohnheit Bluetooth ausgeschaltet ",NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
4178,88273,1,25,2,NA,"in Ausbildung",0,1,2,5.6,4.75,2,NA,NA,NA,NA,NA,NA,NA,"1",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
